,ISO3,Country,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,exposure_times_cdd,income_group,gdp_const_ssp1_rcp26,gdp_const_ssp2_rcp45,gdp_const_ssp5_rcp60
105,LBR,Liberia,2922.18878,2019,2000,1725.14489392022,1455.63764867217,-0.008900521760791147,3204.0,3708.0,3896.0,2877.489946684676,low,0.018431413214381687,0.02638333337218013,0.027986877289935874
106,LBY,Libya,1725.61074,2019,1999,26668.4443358796,22535.4456198617,-0.008384233407065733,1949.0,2317.0,2464.0,1091.2391748130055,upper-middle,0.0019083524812668617,0.003919818166131961,0.00449927917419668
107,LTU,Lithuania,150.80232,2019,1995,10640.3600314613,37184.4536013211,0.05351780152665708,258.0,417.0,460.0,98.19240504542414,upper-middle,0.0062595171401604865,0.008784535220695888,0.009139627436758335
108,LUX,Luxembourg,165.42047,2019,1990,70860.8191239509,114542.496933956,0.0166974647952447,334.0,505.0,637.0,24.956314454147524,high,0.001049807188225893,0.0013051403461488142,0.0013656357096507588
109,MDG,Madagascar,1609.82872,2019,1990,1808.74353873908,1585.47165110942,-0.004532816052504773,1511.0,2028.0,2117.0,1586.722054544993,low,,0.026710026767391426,0.028167208642936536
110,MWI,Malawi,1529.49885,2019,1990,936.986299651878,1517.70316939192,0.016769564886886412,1848.0,2513.0,2809.0,1509.050880025343,low,0.025656235977027153,0.0338367184977586,0.035463457104837115
111,MYS,Malaysia,3342.81154,2019,1990,10607.7680731014,27674.3974895709,0.03361901022731417,3306.0,3818.0,3986.0,1617.8929453105036,upper-middle,-0.00011569518944976043,0.0012333168017617524,0.0015801694079715656
112,MDV,Maldives,3514.0788,2019,1995,10430.7886458859,20574.4044296743,0.028707932196708752,,,,2127.788250286145,upper-middle,,,
113,MLI,Mali,3969.02617,2019,1990,1336.57190539601,2219.04674252443,0.017635411604186357,4323.0,4902.0,5286.0,3855.1806856529356,low,0.012909688512171114,0.01973226228334224,0.022175600423247177
114,MLT,Malta,1101.27582,2019,1990,16127.8315252544,45881.4902544427,0.03671001594709722,,,,401.7102847218037,high,,,
115,MHL,Marshall Islands,3422.92911,2019,1990,3426.44047645492,5647.16480543959,0.01737794741734655,,,,3117.77925658304,lower-middle,,,
116,MRT,Mauritania,3721.76061,2019,1990,4611.94118707035,5505.64633125718,0.006126460153105917,4479.0,4998.0,5274.0,3392.59660270995,lower-middle,0.010009674806674473,0.012908610466770165,0.0140120717868506
117,MUS,Mauritius,2376.85923,2019,1990,8233.91191179834,23676.4135788934,0.037092696623525434,2263.0,2616.0,2775.0,1389.8587784503748,upper-middle,-0.0007775300126758866,0.00130064018461451,0.001987547138898149
118,MEX,Mexico,1233.20239,2019,1990,15218.3084360329,20064.5004997154,0.00957844118197615,1269.0,1595.0,1856.0,862.6739016295614,upper-middle,0.0006549230896710778,0.004462838827717475,0.006150272754499975
119,FSM,Micronesia (Federated States of),3428.10057,2019,1990,2925.35863300248,3540.84378746852,0.006606137800392098,,,,3257.486798272468,low,,,
120,MNG,Mongolia,121.57768,2019,1990,5030.07325208107,12458.0184257633,0.031767597498466804,167.0,305.0,357.0,110.25106623964894,middle,0.012986859861994438,0.019964883414969492,0.02091588747917128
121,MNE,Montenegro,384.05217,2019,1997,12579.285087423,21533.963774298,0.02473644590428048,389.0,625.0,662.0,290.78405261595805,upper-middle,0.0003933415795720485,0.008322805717510429,0.008857822598732135
122,MAR,Morocco,897.2608,2019,1990,4119.8720703125,8217.5986328125,0.024094517632962775,1141.0,1480.0,1591.0,809.8441171450752,lower-middle,0.010901353048102136,0.015621144330886017,0.016513488205907034
123,MOZ,Mozambique,2251.88349,2019,1990,460.123696680511,1285.18275959651,0.03605407640082814,2551.0,3101.0,3418.0,2224.6775491472845,low,0.02300413270564272,0.031126275417542537,0.03337572176713377
124,MMR,Myanmar,3027.15466,2019,1990,581.613311207808,4829.53670703209,0.07571940905911245,3353.0,3920.0,4094.0,2812.4574995948374,lower-middle,0.00805487883343603,0.013744222838627973,0.014810220435124144
125,NAM,Namibia,2077.20185,2019,1990,6223.45299390074,10009.578071046,0.01652181210744197,1737.0,2384.0,2624.0,1753.8184791575814,lower-middle,,0.005308919347491559,0.007649064592344823
126,NRU,Nauru,3505.35762,2019,2004,5342.33055126122,10529.8131940478,0.04627535113473469,,,,2839.567324074148,lower-middle,,,
127,NPL,Nepal,1619.24067,2019,1990,1554.6020430045,3922.08133124638,0.0324250411926752,2109.0,2530.0,2694.0,1545.2404691863242,low,0.017480321087067763,0.021440862756468393,0.022430104265663164
128,NLD,Netherlands,134.09884,2019,1990,36461.4190196424,56784.0372529824,0.015393154166584377,200.0,289.0,394.0,65.46309077597773,high,0.003113102977055471,0.004807996795400227,0.005754669321128336
129,NCL,New Caledonia,1547.36375,2019,1990,,,,1805.0,2036.0,2351.0,,,,,
130,NZL,New Zealand,155.26919,2019,1990,27998.3977677454,43272.5669090792,0.015126071783313266,166.0,297.0,355.0,91.70599008103126,high,0.0009531792811274808,0.005860551208632492,0.006715206658375994
131,NIC,Nicaragua,3015.66863,2019,1990,3409.79425137619,5398.09441484394,0.01596731079538305,3202.0,3605.0,3779.0,2770.2887549016236,lower-middle,0.004941176160989436,0.010354477791324923,0.01180894253772724
132,NER,Niger,3954.08747,2019,1990,1077.91146474223,1217.44598648234,0.004206403936683367,4443.0,5022.0,5406.0,3901.594125616876,low,0.02159593619493294,0.027734658016085323,0.030035706549788266
133,NGA,Nigeria,3251.74999,2019,1990,3259.58117509029,5076.36829020617,0.015393043020967223,3721.0,4279.0,4545.0,3001.351331235202,lower-middle,0.009073912062390832,0.013509452955144274,0.014857500190036399
134,MNP,Northern Mariana Islands,3404.45195,2019,1990,,,,,,,,,,,
135,NOR,Norway,26.5493,2019,1990,42302.2634118752,64983.3542076922,0.014913231446203268,57.0,91.0,150.0,15.607492744811719,high,0.006385102997669367,0.008030178865469972,0.009022006669834548
136,OMN,Oman,3571.08601,2019,1990,30462.2010842738,33814.1116228719,0.003606197521739407,3396.0,3826.0,4090.0,1368.756920373081,upper-middle,-0.00037298080496928065,0.00046961193924621725,0.0008832379793630718
137,PAK,Pakistan,2683.01501,2019,1990,3061.53338764049,5157.546571801,0.01814700534083724,3292.0,3578.0,3760.0,2483.3988165230026,lower-middle,0.011834636248359454,0.014100369607568108,0.015192451353655878
138,PLW,Palau,3389.6163,2019,2000,13301.2542482505,17605.7854390714,0.014865686651683419,,,,2259.1213877867954,middle,,,
139,PAN,Panama,2888.57141,2019,1990,11211.8311737749,32788.3325108816,0.03769671218445403,3045.0,3422.0,3691.0,1215.0824090180304,upper-middle,0.0004165372198681183,0.0012317242548516294,0.0016936413036661158
140,PNG,Papua New Guinea,1424.25797,2019,1990,2907.40181039141,3947.93392384711,0.010605239407552425,2586.0,2966.0,3251.0,1360.9927498287857,low,0.023868583709837576,0.025367653752712327,0.026193895534989853
141,PRY,Paraguay,2067.12364,2019,1990,8818.62937058954,13609.72300919,0.015075191337133198,2077.0,2753.0,2899.0,1607.4258585743453,middle,0.000165731191834384,0.0064723087314382255,0.007207468197990341
142,CHN,People's Republic of China,1152.79527,2019,1990,1423.89634790711,15977.7638279876,0.0869465635648794,1344.0,1581.0,1764.0,888.0777688193132,middle,0.003991093336993767,0.006705690621592542,0.008067807160340168
143,PER,Peru,604.3276,2019,1990,5240.25762333255,12735.16827797,0.03109420621447545,1254.0,1381.0,1508.0,514.4754293378913,middle,0.01438098488679973,0.015102349466228127,0.015679220041271646
144,PHL,Philippines,3262.38354,2019,1990,4232.47759456684,8731.86086888555,0.025286516885039134,3361.0,3666.0,3867.0,2774.8533876541214,lower-middle,0.0015286382093748774,0.00486150955455944,0.006393197671512363
145,BOL,Plurinational State of Bolivia,963.39522,2019,1990,4437.86683057006,8528.74880360829,0.022782149926718676,1913.0,1835.0,2006.0,863.1962417416878,lower-middle,0.017115620230465867,0.016712841371207654,0.017542817627377305
146,POL,Poland,252.14149,2019,1990,11259.4374539943,33159.7644200741,0.037948201747651344,355.0,510.0,573.0,164.0137161480893,upper-middle,0.004636854012960212,0.0073092725049797025,0.007920493867571654
147,PRT,Portugal,294.47128,2019,1990,23556.8562074936,34945.6615139469,0.01369211120575442,643.0,860.0,965.0,181.9099401107427,upper-middle,0.0070329623222478155,0.008205861544087423,0.008569200958154166
148,PRI,Puerto Rico,2860.65615,2019,1990,21595.9785599867,34792.6467473505,0.01658075102326695,2610.0,2890.0,3147.0,1125.9482451832155,upper-middle,-0.0007307909228305709,7.529962632779608e-05,0.0006626260186288757
149,QAT,Qatar,3674.9178,2019,2000,79400.4334133216,90840.429077198,0.007109395441585731,4247.0,4707.0,5115.0,113.71508664459441,high,-1.5348700978745633e-05,-3.559633424954356e-05,-5.7300838087526174e-05
150,MDA,Republic of Moldova,487.04149,2019,1995,5617.90810461968,12776.9218268725,0.034829538708746055,676.0,904.0,937.0,418.46824264362385,middle,0.010108917150928542,0.01385929797153862,0.014197706881344141
151,MKD,Republic of North Macedonia,460.43918,2019,1990,11111.2456377054,16773.081717702,0.014301914724352827,570.0,852.0,920.0,372.36378094426345,middle,0.006058012040051075,0.011320086793788153,0.011958935908636503
152,COG,Republic of the Congo,2717.22163,2019,1990,5007.31924472282,3695.06169357,-0.010424711062097303,3006.0,3727.0,3952.0,2583.6788317966702,low,0.010260666554307907,0.018199981466915816,0.01947513541842083
153,ROU,Romania,463.8894,2019,1990,13376.1021638667,30000.977830377,0.02824534684567559,677.0,923.0,999.0,295.29840588939453,upper-middle,0.004754473637659462,0.006928187724057233,0.007350241718466766
154,RUS,Russian Federation,201.01531,2019,1990,21482.748046875,27254.57421875,0.008239663171199396,359.0,597.0,612.0,147.11184161716739,upper-middle,0.008428559123525803,0.011338216463005368,0.011437465582078588
155,RWA,Rwanda,725.05754,2019,1990,933.013442984018,2190.6709601992,0.029869953886457745,961.0,1698.0,1900.0,712.5559858404085,low,0.026693487565373042,0.03553360827520957,0.03641085662598842
156,KNA,Saint Kitts and Nevis,3063.24963,2019,1990,14178.6701029728,31194.6958348091,0.027562997988695992,,,,1341.149510377312,upper-middle,,,
157,LCA,Saint Lucia,3135.14278,2019,1990,11418.9771317943,15460.7100350716,0.010503932569942531,,,,2242.2912099308423,middle,,,
158,VCT,Saint Vincent and the Grenadines,3161.65295,2019,1990,6480.04231703346,14183.2389300494,0.027379630656673593,3748.0,4032.0,4341.0,2341.013101317302,middle,0.003810160683921815,0.004987085832316218,0.0060008499129642345
159,STP,Sao Tome and Principe,2998.90766,2019,2001,2558.98351157163,4013.72189725452,0.025321320904596822,,,,2830.6646740376154,lower-middle,,,
160,SAU,Saudi Arabia,3540.35991,2019,1990,42163.801724703,47024.5443161916,0.0037694178667166955,3495.0,4055.0,4384.0,817.3431937472675,high,-4.822699485518278e-05,0.00046529611548584704,0.0007009885308248975
161,SEN,Senegal,3172.68754,2019,1990,2469.60318819172,3430.48388209103,0.011397002748277929,3763.0,4177.0,4373.0,3024.2951087967567,low,0.014097068167199023,0.01758324685881263,0.018742158804682774
162,SRB,Serbia,522.21073,2019,1995,7752.20257571563,18306.8118974969,0.0364526913184271,756.0,1021.0,1086.0,408.0397603521387,upper-middle,0.007733125235398486,0.01070626406639863,0.011159790621694476
163,SYC,Seychelles,3225.93412,2019,1990,15538.8028339525,29190.5502595482,0.02197961199852183,,,,1494.4015526697772,upper-middle,,,
164,SLE,Sierra Leone,3070.6211,2019,1990,1433.118655869,1655.84325026579,0.0049937185681903085,3507.0,4015.0,4203.0,3014.399406076359,low,0.01988010691685549,0.025722156957182163,0.027040760360181437
165,SGP,Singapore,3462.52999,2019,1990,37326.3042375656,98455.3282334375,0.03401055871936842,,,,78.1904190884799,high,,,
166,SXM,Sint Maarten (Dutch part),3069.87851,2019,2009,41969.4043812383,37570.5696994934,-0.011010917408161514,,,,1072.7274184824498,high,,,
167,SVK,Slovak Republic,290.60547,2019,1992,11695.3492278696,32056.2997333253,0.038050604680246236,442.0,602.0,683.0,189.21335026137302,upper-middle,0.005343954552978536,0.007455478517923497,0.008094940225388036
168,SVN,Slovenia,350.47239,2019,1995,21480.327975747,39034.2332483558,0.025199843063612892,486.0,763.0,780.0,195.26261105502007,high,0.00332621500923147,0.005910446783785606,0.006002374676981503
169,SLB,Solomon Islands,3151.46672,2019,1990,2192.10302486372,2616.9084045149,0.006126700694552678,3086.0,3454.0,3678.0,3047.110005082688,low,-0.009211900162580555,0.01235386802127203,0.01610626859424169
170,SOM,Somalia,3207.82899,2019,2013,889.16667704912,1138.28593747493,0.042024744340001696,3805.0,4235.0,4484.0,3171.0792113351868,low,0.02619216648887379,0.03041682788270883,0.032024566798923626
171,ZAF,South Africa,824.97062,2019,1990,10391.9641372069,13852.20596866,0.009960021249443063,1025.0,1386.0,1570.0,677.7194717440851,middle,0.00650927136308832,0.010927934809554785,0.012125012312391048
172,SSD,South Sudan,3610.00257,2019,1990,,,,4217.0,4811.0,5079.0,,,,,
173,ESP,Spain,688.24775,2019,1990,27543.221532287,40782.2350436035,0.013626142735464919,837.0,1155.0,1223.0,323.6687672346357,high,0.0016538816661870737,0.003542521964352341,0.00380311637849573
174,LKA,Sri Lanka,3119.25796,2019,1990,4040.02841677856,13639.0218853482,0.04284712575471916,3422.0,3805.0,3948.0,2346.801282349047,middle,0.0024318152229243495,0.004506345386726229,0.00510774153428728
175,PSE,State of Palestine,1603.84507,2019,1994,3951.20549285021,6245.44869712345,0.01848200743902151,1607.0,2029.0,2272.0,1472.8754654664301,lower-middle,0.00021203846607731336,0.012046501228567097,0.014648860885945858
176,SDN,Sudan,3927.35561,2019,1990,2756.53002929688,4133.13037109375,0.014065673524947364,4435.0,5056.0,5471.0,3680.5592507460624,lower-middle,0.009772686125457009,0.01454006522469986,0.01646529538904895
177,SUR,Suriname,3173.00176,2019,1990,13633.7507927564,18449.1992080755,0.010484671660433653,3615.0,3978.0,4278.0,2078.947080597658,upper-middle,0.0022018634828546713,0.0034594628433355368,0.004272227841930487
178,SWZ,Swaziland,970.20666,2019,1990,4909.26630206767,8501.26632860999,0.019114547587192776,1472.0,1920.0,2180.0,869.5008466420107,lower-middle,0.013898355336442236,0.017101482108547783,0.018183452629867647
179,SWE,Sweden,51.60369,2019,1990,34156.8202971425,52850.5691792533,0.015165788857880225,117.0,176.0,245.0,31.488954498074243,high,0.007057469731425181,0.00851080910089741,0.009269881447166561
180,CHE,Switzerland,153.07716,2019,1990,56232.0260800298,69923.9312089954,0.007542839468984486,245.0,460.0,537.0,57.682958289239046,high,0.002439748426251276,0.00413308115429234,0.0043873186649932006
181,SYR,Syrian Arab Republic,1543.93173,2019,1990,,,,1745.0,2162.0,2322.0,,,,,
182,TJK,Tajikistan,820.52581,2019,1990,3990.8690350085,3575.28195629146,-0.0037847153088489405,912.0,1294.0,1485.0,793.0963040594605,low,0.013268430194252057,0.02445736970016088,0.02648650540931974
183,THA,Thailand,3679.84641,2019,1990,7273.05910474223,17997.1330707129,0.031735775601262395,3925.0,4436.0,4726.0,2399.4655287244145,middle,0.0011601631112840849,0.0029399301575379067,0.0037008780719884893
184,TLS,Timor-Leste,2392.45886,2019,2000,2314.81009900916,3737.79654389172,0.025540100685612632,2860.0,3261.0,3529.0,2277.419365987342,low,0.014201067585863258,0.018237400079518906,0.01994517528626516
185,TGO,Togo,3483.11151,2019,1990,1740.3102860814,2073.12978101301,0.006052588657428082,3753.0,4227.0,4470.0,3394.9077452654183,low,0.012876696961552137,0.02012076281190578,0.022173105724898612
186,TON,Tonga,2420.33962,2019,1990,3625.49964148949,6344.42144807383,0.019483364138272563,,,,2194.222644170376,lower-middle,,,
187,TTO,Trinidad and Tobago,3141.20648,2019,1990,9766.81788994698,25306.6179563327,0.03337503694677468,3338.0,3647.0,3933.0,1665.1816853383043,upper-middle,0.0007024225408309714,0.001598866750680994,0.00226602722094138
188,TUN,Tunisia,1325.47129,2019,1990,5660.28903741381,11113.8028778222,0.023538725146843742,1716.0,2012.0,2150.0,1118.3934313551642,middle,0.008126264789350746,0.010720070883623922,0.011564737398619407
189,TUR,Turkey,761.64796,2019,1990,12535.9196393844,28150.0589486703,0.028287579263843288,808.0,1098.0,1186.0,470.8430229676239,upper-middle,0.0009402537487428475,0.004381448998127979,0.004999970576739177
190,TKM,Turkmenistan,1519.91315,2019,1990,7137.60372013329,14992.6039650936,0.02592270789978235,1638.0,2049.0,2242.0,1171.3138438484348,middle,0.0022011043413070475,0.006470920448595319,0.007651062951056442
191,TCA,Turks and Caicos Islands,3120.64259,2019,2011,25731.2832531353,25933.5112061295,0.0009790417588941835,,,,1622.8756449460748,upper-middle,,,
192,TUV,Tuvalu,3544.9044,2019,1990,2703.29377494064,4831.73372549984,0.020227176301141903,,,,3281.8852053575724,lower-middle,,,
193,UGA,Uganda,1752.14878,2019,1990,901.660809496259,2250.01492164686,0.03203531548922833,2172.0,2815.0,3059.0,1711.766477282125,low,0.021793953522571075,0.02825267782813068,0.02952999203828721
194,UKR,Ukraine,404.8818,2019,1990,16428.48046875,12804.955078125,-0.008555749160214954,536.0,771.0,810.0,350.5260773978519,middle,0.009565788922852425,0.014506625798324846,0.01495431497672306
195,ARE,United Arab Emirates,3865.06517,2019,1990,105893.626059104,71782.1538362575,-0.013317396207980003,3999.0,4481.0,4819.0,286.9085090683964,high,2.8920702393353537e-05,0.00011420425590791261,0.00016004994451135346
196,GBR,United Kingdom,40.05914,2019,1990,31308.1408749408,47088.2055266782,0.014173449069041721,107.0,171.0,275.0,26.98796685108422,high,0.00921005342023995,0.010708468732156584,0.011574223290267804
197,TZA,United Republic of Tanzania,1974.18755,2019,1990,1338.01904296875,2577.78955078125,0.02286938013999773,2005.0,2683.0,2966.0,1918.151978596874,low,0.004069526797407352,0.02281862416680025,0.025084967778794542
198,USA,United States,967.21914,2019,1990,40451.498404837,62470.9299128669,0.015098980577769261,1073.0,1398.0,1528.0,227.40862363769446,high,0.00037037066553513576,0.0011332916443320684,0.0013409459637858667
199,VIR,United States Virgin Islands,3108.07969,2019,1990,,,,,,,,,,,
200,URY,Uruguay,627.54541,2019,1990,11112.7364045813,23552.842731429,0.02624025341470504,699.0,868.0,991.0,437.4896685590995,upper-middle,0.002195205715683546,0.005224150988373033,0.006547959584526808
201,UZB,Uzbekistan,1080.56806,2019,1990,3638.87684030839,7403.74278036323,0.02479589739405985,1194.0,1609.0,1761.0,983.0589362991525,lower-middle,0.006614414354296105,0.014735986654846434,0.01610902607293241
202,VUT,Vanuatu,2693.38866,2019,1990,2774.13834955161,3070.40405038143,0.003505058440042008,2455.0,2744.0,3003.0,2588.941083542128,low,,0.0036333148690197437,0.012380447650992554
203,VNM,Viet Nam,3034.63204,2019,1990,2099.39464903207,10252.0046223512,0.056206371496060115,3358.0,3840.0,4039.0,2496.8593802968794,lower-middle,0.0037115464049017888,0.006914690664226786,0.00783874085314018
204,WSM,Western Samoa,3105.88948,2019,1990,3655.95187219683,6346.25634091549,0.01919952300593586,3699.0,4082.0,4222.0,2794.7562854818907,lower-middle,0.008865355651592965,0.011488963116942807,0.012216484867348942
205,YEM,Yemen,2152.03753,2019,1990,,,,1853.0,2348.0,2481.0,,,,,
206,ZMB,Zambia,1596.08778,2019,1990,2290.03922595464,3372.3589795823,0.013435788993992226,1809.0,2443.0,2765.0,1536.0984534944857,low,0.013582339262990129,0.022854260561692596,0.02480960047131564
207,ZWE,Zimbabwe,1442.73567,2019,1990,2704.75729926729,2203.39680951757,-0.007044450415645831,1498.0,2023.0,2255.0,1412.1359890541673,low,0.00960031633011793,0.02628440882500538,0.028558659036975964
